Title	Category
Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack	Social Proof
High Arches	Not Dark Pattern
Contract free	Not Dark Pattern
Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers	Social Proof
Your order is prioritized for 13:22 minutes!	Urgency
How Do I Rinse Off My Overnight Hair Oil Treatment?	Not Dark Pattern
Black Jewelry	Not Dark Pattern
Cart will expire in 08:19 minutes!	Urgency
Time remaining: 04:50	Urgency
0:44:56	Urgency
 Watches & Accessories 	Not Dark Pattern
No thanks, I don't like free stuff	Misdirection
DAYS HRS MINS SECS	Urgency
"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo"	Urgency
Limited time offer.	Urgency
3 left	Scarcity
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago	Social Proof
Limited Time Remaining!	Urgency
I WANT TO PAY MORE LATER ;)	Misdirection
Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >	Urgency
Back by Demand	Not Dark Pattern
ONLY 5 LEFT, HURRY!	Scarcity
Functional Cookies	Not Dark Pattern
Flash Sale ends in SHOP NOW  	Urgency
 Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be your 'do anything' commuter. 	Not Dark Pattern
Performance Cookies	Not Dark Pattern
I am very pleased with the service I received.	Not Dark Pattern
7 customers have this in their basket	Social Proof
Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!	Social Proof
Hurry! Only 9 left in stock.	Scarcity
 shop by trend 	Not Dark Pattern
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!	Urgency
Delivery & support	Not Dark Pattern
SHOP TRIATHLON	Not Dark Pattern
The product you requested is not available in the selected country	Not Dark Pattern
No thanks, I don't like winning	Misdirection
You choose: just one box, or a  Madison Reed Membership?	Misdirection
Baby Cross Stitch & Embroidery Patterns	Not Dark Pattern
HHR remotes	Not Dark Pattern
No, I Don't Like Discounts	Misdirection
LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!	Urgency
$69.50 For A Limited Time Details	Urgency
 Accessibility statement 	Not Dark Pattern
Hurry! Only 1 Left In Stock	Scarcity
2,221 people have purchased this item	Social Proof
No, thanks. I'd prefer not to save.	Misdirection
SAVE $200 OFF PUFFY	Urgency
 Data Processor Privacy Policy: https://triplelift.com/privacy 	Not Dark Pattern
Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair 	Social Proof
1 item left	Scarcity
Order without free membership $69.95	Misdirection
 This product can expose you to chemicals including Hexavalent which is known to the State of California to cause cancer on birth defects or other reproductive harm. For more information, visit 	Not Dark Pattern
Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes	Social Proof
Only 5 left!	Scarcity
 Brushes 	Not Dark Pattern
Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago	Social Proof
 Data Processor Privacy Policy: https://casalemedia.com/ 	Not Dark Pattern
No thanks, I'll still want to pay full price	Misdirection
Only 3 Left in Stock!	Scarcity
Limited time - final price reflects extra 29% off	Urgency
Hurry! Only 6 left in stock.	Scarcity
 We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more. 	Not Dark Pattern
 Unstitched Fabric 	Not Dark Pattern
 Polar Lights II 	Not Dark Pattern
Shop by Health Goals	Not Dark Pattern
No thanks, I'm not interested	Misdirection
Customer also shopped for	Misdirection
Shop Safely And Securely	Not Dark Pattern
 powered by: Cookie Information 	Not Dark Pattern
Free Shipping & Easy Returns always! 	Not Dark Pattern
Combination	Not Dark Pattern
No Thanks, I Don't Want To Save	Misdirection
QUANTITY: *ONLY 1 LEFT	Scarcity
6 customers have this in their basket	Social Proof
GCC Compliance	Not Dark Pattern
 Please try again 	Not Dark Pattern
How Do Our Crystals Looks in Real Life?	Not Dark Pattern
No thanks, I want to pay full price	Misdirection
commonpandacom@commonpandacom	Not Dark Pattern
Yes, I Want To Save Money!No Thanks	Misdirection
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!	Urgency
ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.	Obstruction
Only 4 left in this size!	Scarcity
You might also like	Not Dark Pattern
Shop By Fabric	Not Dark Pattern
Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago	Social Proof
 View all Ink categories 	Not Dark Pattern
 Intercoastal Performance Pant - True Navy 	Not Dark Pattern
NO THANKS, I DON’T WANT 15% OFF	Misdirection
Bike Parts & Components	Not Dark Pattern
🔥👁️ 1 person is viewing this.	Social Proof
Estimated VAT overview	Not Dark Pattern
 Your company account is blocked and you cannot place orders. If you have questions, please contact your company administrator. 	Not Dark Pattern
Hand & Foot Skin Care	Not Dark Pattern
 Best Deals of the Month: April Edition 	Not Dark Pattern
Hurry up! Only 4 left in stock	Scarcity
Accent Chairs	Not Dark Pattern
No thanks, I don't like to save	Misdirection
 Subscribe To Us Subscribe 	Not Dark Pattern
Customers also bought	Misdirection
407 customers have viewed this item recently	Social Proof
Only 1 item(s) left in stock	Scarcity
 Kyanite Beads 	Not Dark Pattern
No, I don't want great deals.	Misdirection
I have a strong liking to walnut. Even the sapwood can look very presentable when finished good. Thus cutting board is a great item for use and conversation and looks good. 	Not Dark Pattern
Holland Cooper	Not Dark Pattern
Recovery Best Sellers	Not Dark Pattern
Viewed 1040 times in the last 7 days	Social Proof
U.S. Vape Mail Ban FAQs	Not Dark Pattern
異業合作 Cooperation	Not Dark Pattern
6 people have looked at this in the last few hrs.	Social Proof
Limited-time Offer: Bundle a base and get 20% off	Misdirection
Sale Womens Clothing	Not Dark Pattern
Why I chose this:	Not Dark Pattern
TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE	Misdirection
View Alternatives	Not Dark Pattern
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!	Urgency
Security is our top priority. Our subscription payments are powered by Stripe and ReCharge, processed in a secure PCI-compliant environment to the highest industry standards. Ketolent staff never know your credit card number.	Not Dark Pattern
Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)	Social Proof
Only 22 left in stock!	Scarcity
ADD WORLD'S MOST COMFORTABLE CHAIRS	Misdirection
ONLY 3 LEFT IN STOCK!	Scarcity
Watch how its done	Not Dark Pattern
 View all Oil & Acrylic Brushes categories 	Not Dark Pattern
Get Personalised Health PlanGet Health Plan	Not Dark Pattern
Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago	Social Proof
LESS THAN 5 LEFT!	Scarcity
[new-troh-pick]	Not Dark Pattern
ADHD Friendly Profile: this profile significantly reduces distractions and noise to help people with ADHD, and Neurodevelopmental disorders browse, read, and focus on the essential elements more easily.	Not Dark Pattern
Long and Tall	Not Dark Pattern
This offer is only VALID if you add to cart now!	Misdirection
Sign up for the latest updates, products and offers	Not Dark Pattern
Subscribing means you agree to receive our emails, more details please refer to ourprivacy policy.	Not Dark Pattern
 Shop Sale by Print 	Not Dark Pattern
Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!	Urgency
Only 9 left	Scarcity
Our items sell fast, don't miss out!	Scarcity
Your order has been reserved for	Urgency
Sale ends soon	Urgency
only 5 left in stock	Scarcity
135 people have this in their cart	Social Proof
The Hoop Destination. Discover more	Not Dark Pattern
Tight Bud	Not Dark Pattern
6 other people looking at this item	Social Proof
selected language日本語currencyJPY	Not Dark Pattern
Great choice!	Not Dark Pattern
Only 1 items left	Scarcity
Would you like to purchase an Extended Protection Plan?	Misdirection
ONLY 14 LEFT AT THIS PRICE	Scarcity
Not sold separately	Not Dark Pattern
16 recently purchased it.	Social Proof
Plus Size Ripped Jeans	Not Dark Pattern
 Redirecting to Futech Deals for secure checkout... 	Not Dark Pattern
Football	Not Dark Pattern
 All Men's Brands 	Not Dark Pattern
*Freight/Higher Freight charges may apply to some areas. Click here to view Shipping Policy	Not Dark Pattern
Long Sleeves Nightwear	Not Dark Pattern
Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago	Social Proof
 Hairy Chest T-Shirt And Shorts Combo 	Not Dark Pattern
Covered all grays	Not Dark Pattern
7 sold in the last 48 hours	Social Proof
 Menthol Flavors 	Not Dark Pattern
Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses	Social Proof
FLASH 19:15:22	Urgency
Only available for a LIMITED TIME, so get yours TODAY!	Urgency
2 in stock	Scarcity
Oxfords & Loafers	Not Dark Pattern
Only 9 items left!	Scarcity
Reloading & Ammunition	Not Dark Pattern
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago	Social Proof
Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently	Social Proof
Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit	Social Proof
Read More 	Not Dark Pattern
Ketolent subscriptions have no long term contracts. Pause, cancel, or change at any time. Want to swap Vanilla for Chocolate, or set up to renew every 3 weeks? No problem! Send us an email to help@ketolent.com and we'll make the change for you.	Obstruction
Selling Fast	Scarcity
NO THANKS, I'D RATHER PAY FULL PRICE	Misdirection
 Stone Cold Steve Austin 	Not Dark Pattern
92 customers bought this in the last 48 hours	Social Proof
An item you ordered is in high demand. No worries, we have reserved your order.	Scarcity
Click and Collect T&C	Not Dark Pattern
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW	Social Proof
LIMITED TIME ONLY 10 OFF 50 SPEND NEW CUSTOMERS ONLY - TERMS & CONDITIONS APPLY	Urgency
Shirts & Blouses	Not Dark Pattern
Different Types of Gold	Not Dark Pattern
HURRY! ONLY 14 LEFT IN STOCK.	Scarcity
The best!	Not Dark Pattern
HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!	Scarcity
 Tracksuit	Not Dark Pattern
Trending Style! Sold 4 times today	Social Proof
Long African American Wigs	Not Dark Pattern
Only one left in stock - order soon!	Scarcity
Hurry, only 1 left in stock!	Scarcity
Trending now! Added to basket 490 times today	Social Proof
Almost Famous Jeans	Not Dark Pattern
No Thanks, I Don't Like Saving Money.	Misdirection
Professional Color Tool Kit / Addons	Misdirection
 Tweet Share Pin It Add Email 	Not Dark Pattern
 Tights 	Not Dark Pattern
Only 5 left	Scarcity
Wireless Microphone	Not Dark Pattern
Only 15 left in stock	Scarcity
Limited Quantity	Scarcity
Cap Construction	Not Dark Pattern
 Need Help Finding The Right Product? 	Not Dark Pattern
Body Washes	Not Dark Pattern
ONLY 2 LEFT	Scarcity
Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress	Social Proof
LIVE REMAINING STOCK	Scarcity
Brand: NFL Pro Line by Fanatics Branded	Not Dark Pattern
339 users are currently active on our website	Social Proof
Please Order Within: 0 0 : 0 2 : 4 1 : 10 65	Urgency
Baby Boy Jumpsuits and Rompers	Not Dark Pattern
Nah, I'll pay full price	Misdirection
Like many websites, we share certain information, such as your IP address, device ID or similar online identifier, with certain third parties, such as social networks and advertising networks. This information is used to personalize advertising you see after you’ve visited our website. The California Consumer Privacy Act (“CCPA”) considers our sharing of that information in this manner to be a “sale.”For more information about the First and Third Party Cookies used please follow this link.	Not Dark Pattern
Choose which store you would like to visit	Not Dark Pattern
You may cancel or renew your membership to the VIP Program or find out more information about your VIP Program subscription, including your annual expiration date, by contacting support@grove.co.	Obstruction
No Thanks, I like paying full price.	Misdirection
Popular Item! 🔥 16 people are viewing this and 18 recently purchased it.	Social Proof
Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago	Social Proof
3 items left	Scarcity
ONLY 52 items left in stock!	Scarcity
Cracked Nipples	Not Dark Pattern
Only 2 left in stock	Scarcity
Fave x GrabPay	Not Dark Pattern
No thanks, I'll pay full price!	Misdirection
If you wish to cancel a membership, please contact our Customer Services Department on UK: +44 808 164 8264 (standard local call charges will apply) or via email on customer.service@beautypie.com. You can also contact the Customer Services Department by post at: Beauty Pie Limited, Customer Service Department, The Point, 210 New Kings Road, London SW6 5NZ, United Kingdom. Please quote your order number in all correspondence.	Obstruction
Only 4 left In Stock	Scarcity
 Flex Mount 	Not Dark Pattern
2,229 people have viewed this item	Social Proof
Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.	Social Proof
FOR THE ULTIMATE EXPERIENCE: (Can select more than one)	Misdirection
 Related Categories 	Not Dark Pattern
from France	Not Dark Pattern
308 viewed per day	Social Proof
Mom & Baby	Not Dark Pattern
This is in 5 other carts.	Social Proof
STOCK IS GUARANTEED FOR 60 MINUTES	Urgency
Please add products to see your site in action	Not Dark Pattern
BSA FAC Air Rifles	Not Dark Pattern
Only 2 units left!	Scarcity
style to command	Not Dark Pattern
Only 5 left in stock	Scarcity
LIMITED TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!	Urgency
sweatshirts	Not Dark Pattern
On Sale! Limited Time Offer!	Urgency
Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago	Social Proof
 Ladies Flower Print Casual Fashion Dress 	Not Dark Pattern
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here"	Misdirection
Bath Bombs & Salts	Not Dark Pattern
Wall art	Not Dark Pattern
Bath Decor	Not Dark Pattern
Free Shipping	Not Dark Pattern
Household	Not Dark Pattern
An item you ordered is in high demand. No worries, we have prioritized your order.	Scarcity
60% OFF ENDS IN DAYS HOURS MINUTES SECONDS	Urgency
Keep up with crankbrothers	Not Dark Pattern
Casual Sheath Chiffon Sequins Straps V-neck Sleeveless Bridesmaid Dress	Not Dark Pattern
No thanks, I don't like savings	Misdirection
We use cookies to give you the best experience possible. No personal information is stored. Using this website means that you are ok with this cookie policy.	Not Dark Pattern
218 people have added this item to cart	Social Proof
QUICK! ONLY 1 LEFT IN STOCK	Scarcity
Only 1 Left !	Scarcity
 Port, Sherry & Sweet Wine 	Not Dark Pattern
No thanks, I prefer to pay more for shoes!	Misdirection
Engine Cooling System	Not Dark Pattern
ONLY 5 LEFT	Scarcity
How/why the homepage uses cookies	Not Dark Pattern
 mens long sleeve organic shirt 	Not Dark Pattern
These cookies are usually set by our marketing and advertising partners. They may be used by them to build a profile of your interest and later show you relevant ads. If you do not allow these cookies you will not experience targeted ads for your interests.	Not Dark Pattern
20% OFF VALENTINE\u2019S DAY FAVOURITES * | LIMITED TIME ONLY	Urgency
 EDC-V Megalodon Bottle Opener - Brass (Exclusive)	Not Dark Pattern
Availability: Low in stock today	Scarcity
NO THANKS	Misdirection
 Motocross Gloves 	Not Dark Pattern
Popular item! 🔥 27 people recently purchased this.	Social Proof
 All consumers in the EU are charged VAT on the purchase of goods and services.	Not Dark Pattern
105 pawrents are buying for their furkids now!	Social Proof
Compare at	Misdirection
*Only 2 left in stock. Don't miss out!	Scarcity
 No reviews yet Write a review 	Not Dark Pattern
 Continue with Facebook Continue with Google 	Not Dark Pattern
 TERMS OF SALE 	Not Dark Pattern
NO THANKS, I DON'T WANT TO SAVE MONEY	Misdirection
Back Yard & Spa	Not Dark Pattern
Low Stock! Only 3 left.	Scarcity
 PopGrip Antimicrobial Refine by Product Type: PopGrip Antimicrobial 	Not Dark Pattern
 Customer Support 	Not Dark Pattern
25% OFF SELECTED JACKETS Limited Time	Urgency
117 people have viewed this item in the last 7 days.	Social Proof
41 people have looked at this in the last couple of hours	Social Proof
Only 1 left in stock! Order soon!	Scarcity
New Rifles	Not Dark Pattern
Limited Time Promo $194.00	Urgency
Nightforce New Year Clearance	Not Dark Pattern
SUPPORT THE AMERICAN SUPRESSOR ASSOCIATION	Sneaking
Custom Board Quote	Not Dark Pattern
 Charity Collection 	Not Dark Pattern
James from Colonia purchased a	Social Proof
$132.90 $99.00	Misdirection
Graphic T-Shirts	Not Dark Pattern
 Landofcoder can power almost ANY marketplace you think of	Not Dark Pattern
I always order from them! Such good quality for the price you pay! Will always be back!	Not Dark Pattern
I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.	Not Dark Pattern
 Excellent service all round 	Not Dark Pattern
View all	Not Dark Pattern
 韓國香氛 Cosmic Mansion 	Not Dark Pattern
Nighty For Honeymoon	Not Dark Pattern
HURRY, ONLY 1 LEFT!	Scarcity
Shop All Vape Kits	Not Dark Pattern
 Shoe Care 	Not Dark Pattern
No thanks, I don't want to save up to 75%	Misdirection
Tristan in Markham, Canada purchased a Dragon Baseball Jersey	Social Proof
THE SET INCLUDES:	Not Dark Pattern
 Short	Not Dark Pattern
7 left in stock	Scarcity
Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  	Sneaking
Add to Wish List(13 People Have Added)	Social Proof
Womens Plaid Clothing	Not Dark Pattern
Embossing Powder	Not Dark Pattern
No thanks, I want to pay the full price.	Misdirection
Only 1 item left!	Scarcity
Mounif in Pittsburgh, United States purchased	Social Proof
Your order is reserved for 09:43 minutes!	Urgency
Platinum-Dipped Rose	Not Dark Pattern
5 LEFT	Scarcity
No thanks, I prefer to pay full price.	Misdirection
Rs 4,013 (Retail Discount) + Rs 2,997 (Limited Time Coupon)	Urgency
 A-Z Luxury Brands 	Not Dark Pattern
 Fashion Short Sleeve Crew Neck Print Dress 	Not Dark Pattern
We have 1 left in stock	Scarcity
12 recently purchased it.	Social Proof
 Wife 	Not Dark Pattern
By signing up via text, you agree to receive recurring automated promotional and personalized marketing text messages from SPANX®. Msg & data rates apply. View Terms of Use & Privacy Policy.	Not Dark Pattern
0 DAYS22 HOURS13 MINUTES21 SECONDS 	Urgency
 Articles: Medical Matters 	Not Dark Pattern
Only 5 left , In Stock	Scarcity
Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago	Social Proof
251 people are viewing this right now	Social Proof
All Girls Clothing	Not Dark Pattern
Join the Team	Not Dark Pattern
Vintage Fancy Red Bracelet Watch Women's	Not Dark Pattern
HURRY ONLY 1 ITEM LEFT!	Scarcity
What Are Healing Crystals?	Not Dark Pattern
404 Orders	Social Proof
Carpet Python Vivariums	Not Dark Pattern
50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s	Urgency
Tyler in Norwalk, United States purchased a	Social Proof
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago	Social Proof
#6 Bestseller in Rugs This item was viewed 92 times in the last day.	Social Proof
Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago	Social Proof
Charleston 	Not Dark Pattern
Power Button Covers	Not Dark Pattern
(Only 1 left!)	Scarcity
Discreet packaging	Not Dark Pattern
How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.	Obstruction
Last one available	Scarcity
Mens Footwear	Not Dark Pattern
 Upcoming Events 	Not Dark Pattern
Beetle Remotes	Not Dark Pattern
Free People	Not Dark Pattern
Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack	Social Proof
ONLY 4 LEFT IN STOCK	Scarcity
Shop All Golf Balls	Not Dark Pattern
Sunglasses and Eyewear	Not Dark Pattern
 Gut Health 	Not Dark Pattern
Dog Collars, Leads & Tethers	Not Dark Pattern
 Naked Wolfe 	Not Dark Pattern
How about these?	Misdirection
Only 14 left in stock	Scarcity
 Optimized Patch System 	Not Dark Pattern
Product Tagline	Not Dark Pattern
Anniversary Gifts 	Not Dark Pattern
No, thanks, I´d rather pay more	Misdirection
Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil	Social Proof
1 Left	Scarcity
I don't want a discount	Misdirection
Healthy Diet	Not Dark Pattern
No, thanks. I don't like great deals.	Misdirection
Someone in Paris, France just purchased a Kanpeki Knife Set	Social Proof
 WWE New Arrivals 	Not Dark Pattern
Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†	Not Dark Pattern
Someone in Ampang, Malaysia just bought	Social Proof
Trey in Columbia, United States purchased Leather Cord Capsule	Social Proof
THE COMPETITION $1,299.99	Misdirection
ONLY 5 LEFT!	Scarcity
Hurry Low Stock	Scarcity
Items will be reserved in your cart for 19:10	Urgency
1 people are viewing this currently	Social Proof
No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures	Misdirection
 SAA Oil & Acrylic Brushes 	Not Dark Pattern
1 left, order now!	Scarcity
Vacation One Shoulder Loosen Long Sleeve Woven Dress	Not Dark Pattern
Lip Balms & Treatments	Not Dark Pattern
Price Guaranteed For DAYS/HRS/MINS/SECS	Urgency
Other Applications	Not Dark Pattern
No thanks, I don’t want to save	Misdirection
High Gable Sheds	Not Dark Pattern
Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!	Not Dark Pattern
 Products 	Not Dark Pattern
Dressmakers Mannequins 	Not Dark Pattern
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955	Urgency
No thanks, I will pay full price.	Misdirection
 Air Purifying Plants 	Not Dark Pattern
All Little Boys Clothing	Not Dark Pattern
 Our Story 	Not Dark Pattern
2 left	Scarcity
History Of The NRA	Not Dark Pattern
25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.	Urgency
Start SellingSearchWishlistAccountCartCart	Not Dark Pattern
61 people have already bought that product today with 50% discount	Social Proof
89 currently viewing	Social Proof
Used Leica Cameras	Not Dark Pattern
Purchased 8 times in the last few days.	Social Proof
Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago	Social Proof
View All Bearings	Not Dark Pattern
Low in stock: only 1 left.	Scarcity
American Diamond Earrings	Not Dark Pattern
 cm in 	Not Dark Pattern
Personalize your doll	Misdirection
 sales@scandinavianoutdoor.com 	Not Dark Pattern
 Searching...	Not Dark Pattern
Flat Iron	Not Dark Pattern
You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!	Not Dark Pattern
Availability: 5 items left	Scarcity
Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch	Social Proof
 View product View SAA Standard Membership Renewal - Credit/Debit Card - One Year Only 	Not Dark Pattern
The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.	Not Dark Pattern
Packed with Super Citrimax	Not Dark Pattern
No thanks, I don't want to look my best	Misdirection
Check your orders, in-store quotes & more	Not Dark Pattern
Thermostats	Not Dark Pattern
Want more inspiration and styling tips? Dive into The Southern Edit, Southern Tide’s lifestyle blog, and follow us on social media. 	Not Dark Pattern
The Wizard of Oz	Not Dark Pattern
ONLY 5 LEFT, ORDER SOON!	Scarcity
Prices shown for delivery to JAPAN Change delivery country	Not Dark Pattern
Barbour International	Not Dark Pattern
70% offers claimed. Hurry up!	Scarcity
Only 1 Left!	Scarcity
M-Class Remotes	Not Dark Pattern
Sorry, this is out of stock. You just missed it.	Scarcity
Your order is reserved for 19:57 minutes.	Urgency
Clearance Optic Accessories Deals	Not Dark Pattern
Hurry! Limited Quantity Available.	Scarcity
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.	Misdirection
Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago	Social Proof
3 Left!	Scarcity
Highline Double Wheel Bag	Not Dark Pattern
Only 5 Left	Scarcity
Only 1 left in stock - Order soon	Scarcity
Only 1 left.	Scarcity
 Soft Toys 	Not Dark Pattern
ONCE IT'S GONE, IT'S GONE	Scarcity
Lease to Own conditions	Not Dark Pattern
Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!)	Urgency
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec	Urgency
Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon	Not Dark Pattern
Tidal Waves Collection	Not Dark Pattern
POPULAR 62 others checked this out in the last few hours.	Social Proof
Trowels & Putty Knife	Not Dark Pattern
Gifts By Price	Not Dark Pattern
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club."	Misdirection
 PopWallet+ Refine by Product Type: PopWallet+ 	Not Dark Pattern
FootwearHome & Office	Not Dark Pattern
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off	Urgency
HURRY! ONLY 11 LEFT IN STOCK.	Scarcity
Hurry up! 22 people other than you have this product in their cart	Social Proof
 family 	Not Dark Pattern
Kinky Curly Wigs	Not Dark Pattern
Devices 	Not Dark Pattern
Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61	Sneaking
 Digital Device Covers 	Not Dark Pattern
Pleated Skirts	Not Dark Pattern
beautifully written prose	Not Dark Pattern
4 days 05:46:20	Urgency
Corporate Responsibility Report	Not Dark Pattern
 手錶 / Watches 	Not Dark Pattern
Only 69 left!	Scarcity
52 people have added this product to bag in the last 72 hours	Social Proof
156 sold in last 24 hours	Social Proof
BROKEN REMOTE? FIX IT YOURSELF AND SAVE HUGE	Not Dark Pattern
Offer ends 0Hours:04Minutes:46Seconds	Urgency
COMBAT GEARHot	Not Dark Pattern
1,446 people have viewed this item	Social Proof
Order in 14:53 to get 2 pillows for free	Urgency
HURRY ONLY 9 LEFT IN STOCK!	Scarcity
only 1 in stock	Scarcity
Grey Jewelry	Not Dark Pattern
 Select shake flavor: 	Not Dark Pattern
ON SALE AT $1.99 FOR A LIMITED TIME	Urgency
Submitted by Fermin Larracilla Pérez	Not Dark Pattern
Polycarbonate	Not Dark Pattern
Browse by A-Z	Not Dark Pattern
 Other Snacks 	Not Dark Pattern
Less than 6 items left	Scarcity
Ken in Oakland, United States purchased a Dreamville Hoodie a month ago	Social Proof
Other Promotions	Not Dark Pattern
Recommended	Not Dark Pattern
17 people have added this item to cart	Social Proof
Free Shipping. Limited Time Only. for orders over $50	Urgency
Set SALE Into Summer 	Not Dark Pattern
 IZZY MIDI DRESS Ivory 	Not Dark Pattern
 Gold Refine by Color: Gold 	Not Dark Pattern
View All Homeware	Not Dark Pattern
Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.	Urgency
00 DAYS 00 HOURS 29 MINUTES 26 SECONDS	Urgency
 Explore more styles from this printspiration 	Not Dark Pattern
Hurry! Only 2 Left	Scarcity
1 LEFT IN THIS SIZE	Scarcity
Hurry, only 6 left in stock!	Scarcity
Sponges, Mitts & Bath Brushes	Not Dark Pattern
Crystal Lotus Sriyantras 	Not Dark Pattern
No thanks. I don’t want to save money.	Misdirection
